Ticker,Chart Link,Company,Sector,Price,Market Cap,Revenue Growth %,EPS Growth %,3M Momentum %,Pullback 1M %,RSI,MA50,MA200,Above MA50,Above MA200,MA50 > MA200,Entry Setup,High Conviction Dip Buy,News Sentiment Score,News Sentiment Label,News Headlines Count,Top News Headlines,P/E,Forward P/E,Free Cash Flow,Debt to Equity,ROE %,Profit Margin %,Score,Signal
AVGO,https://www.tradingview.com/chart/?symbol=AVGO,Broadcom Inc.,Technology,383.045,1822367416320,47.9,85.4,18.96,-7.46,29.57,412.02,359.45,False,True,True,BUY THE DIP,False,59.25,NEUTRAL,5,"Nvidia, Micron, AMD lead tech sell-off as AI trade cools | How Broadcom’s (AVGO) AI XPV Platform Ties Its Custom XPUs to the Next Wave of AI Compute Demand | Broadcom Stock Drops After Strong Earnings -- Time to Buy?",63.84,19.76,27212249088.0,74.018,37.28,38.85,83.49,BUY SIGNAL
CPAY,https://www.tradingview.com/chart/?symbol=CPAY,"Corpay, Inc.",Technology,340.25,22239393792,25.4,49.1,16.0,-2.08,38.07,336.63,312.51,True,True,True,BULLISH TREND,False,65.41,POSITIVE,5,"CPAY or MA: Which Is the Better Value Stock Right Now? | Is Corpay, Inc. (CPAY) Outperforming Other Business Services Stocks This Year? | 1 Value Stock to Own for Decades and 2 We Avoid",20.37,11.12,2095142784.0,271.343,32.12,24.6,83.03,BUY SIGNAL
TER,https://www.tradingview.com/chart/?symbol=TER,"Teradyne, Inc.",Technology,422.32,66110885888,87.0,314.8,39.01,19.49,54.88,375.09,256.45,True,True,True,BULLISH TREND,False,48.6,NEUTRAL,5,"Nasdaq Tumbles as Micron, Chip Giants Lead Brutal Tech Rout | 1 Surging  Stock Worth Your Attention and 2 We Find Risky | Does Teradyne’s (TER) Tokyo Electron Alliance Quietly Redefine Its AI Test Leadership Ambitions?",78.35,44.44,298311264.0,2.621,28.75,22.55,82.84,BUY SIGNAL
MPWR,https://www.tradingview.com/chart/?symbol=MPWR,"Monolithic Power Systems, Inc.",Technology,1415.06,69521899520,26.1,39.5,31.73,-9.36,40.54,1551.72,1149.28,False,True,True,BUY THE DIP,False,58.86,NEUTRAL,5,MCHP Gains 56% in 3 Months: Is It Still a Red-Hot Stock to Bet on? | Can Monolithic Power Capitalize on Rising Telecom Solutions Demand? | Is Monolithic Power Systems (MPWR) Outperforming Other Computer and Technology Stocks This Year?,101.15,46.65,491719136.0,0.543,19.57,22.98,82.31,BUY SIGNAL
GEV,https://www.tradingview.com/chart/?symbol=GEV,GE Vernova Inc.,Industrials,1049.655,282087489536,16.3,1816.5,18.98,0.61,58.95,1026.2,776.77,True,True,True,BULLISH TREND,False,61.71,POSITIVE,5,"Chevron's Microsoft Power Deal Highlights 'Underappreciated' Fuel Cost Economics, UBS Securities Says | Canadian Solar Benefits From Expanding Solar & Energy Storage Pipeline | Is GE Vernova Inc. (GEV) Outperforming Other Oils-Energy Stocks This Year?",30.72,42.83,9315624960.0,24.925,75.71,23.81,82.04,BUY SIGNAL
DELL,https://www.tradingview.com/chart/?symbol=DELL,Dell Technologies Inc.,Technology,430.675,278124888064,87.5,282.5,162.47,70.36,48.64,292.06,175.91,True,True,True,BULLISH TREND,False,51.13,NEUTRAL,5,"Tim Cook issues chilling warning as ‘hundred-year-flood’ strikes US tech giants like Apple, Dell, HP. Get protection now | Who Will Be the Next Trillionaire After Musk? Here’s What the Prediction Markets Say. | FormFactor (FORM) Stock Is Up, What You Need To Know",34.27,20.11,5434124800.0,,,6.28,81.79,BUY SIGNAL
WST,https://www.tradingview.com/chart/?symbol=WST,"West Pharmaceutical Services, Inc.",Healthcare,333.76,23579340800,21.0,56.1,38.36,5.58,69.77,307.88,272.15,True,True,True,BULLISH TREND,False,47.22,NEUTRAL,5,Revvity Launches Signals AI to Advance Scientific R&D Workflows | INSP Highlights New OSA Data and PREDICTOR Study at SLEEP 2026 | West Pharmaceutical Services (WST) Stock Could Be 6.9% Undervalued on GLP 1 Growth Narrative,44.62,34.92,275662496.0,10.734,19.13,16.85,81.73,BUY SIGNAL
ROST,https://www.tradingview.com/chart/?symbol=ROST,"Ross Stores, Inc.",Consumer Cyclical,231.38,74222329856,20.6,37.4,8.8,6.74,58.87,226.17,191.2,True,True,True,BULLISH TREND,False,59.93,NEUTRAL,5,"IBM upgrade, SpaceX initiation among today's top calls on Wall Street | Here Are Tuesday’s Best Wall Street Analyst Research Calls: Centene, Darden Restaurants, Flutter Entertainment, GE Healthcare, IBM, Nike, SpaceX, Synopsys, Target, and More | Burlington Is Winning Over Shoppers But Investors Need Patience",32.32,27.07,2047583488.0,74.911,38.98,9.74,81.54,BUY SIGNAL
DDOG,https://www.tradingview.com/chart/?symbol=DDOG,"Datadog, Inc.",Technology,222.91,79347089408,32.2,104.0,72.49,2.23,16.74,190.66,152.34,True,True,True,BULLISH TREND,False,67.47,POSITIVE,5,Datadog vs. Cisco: Which Observability Stock is the Better Buy? | Datadog (DDOG) Stock After 75% Annual Gain Is The Price Still Reasonable | Datadog (DDOG) Stock Dips While Market Gains: Key Facts,557.27,78.03,936726528.0,32.221,3.93,3.69,81.35,BUY SIGNAL
NEM,https://www.tradingview.com/chart/?symbol=NEM,Newmont Corporation,Basic Materials,98.28,104919080960,45.8,78.6,0.38,-9.07,37.33,109.18,102.33,False,False,True,NO CLEAR ENTRY,False,47.96,NEUTRAL,5,"Newmont Gets Approvals to Advance Red Chris Block Cave Project | Stock Index Futures Plunge as Tech Selloff Rages On, U.S. PMI Data in Focus | Best Value Stocks to Buy for June 23rd",12.75,8.63,9804874752.0,15.762,25.83,33.87,80.89,BUY SIGNAL
LRCX,https://www.tradingview.com/chart/?symbol=LRCX,Lam Research Corporation,Technology,371.55,464649650176,23.8,40.8,59.36,23.02,57.66,303.14,212.62,True,True,True,BULLISH TREND,False,52.02,NEUTRAL,5,Tech Is Plummeting. Why the Dow Is Actually Rising Today. | BofA lists top 5 themes driving next $1tn in incremental semi sales | Lam Research Stock Is Up 114% So Far in 2026. This AI Infrastructure Stock Is Far From Finished.,70.37,46.4,4352341504.0,35.282,66.76,30.94,80.86,BUY SIGNAL
ADI,https://www.tradingview.com/chart/?symbol=ADI,"Analog Devices, Inc.",Technology,408.42,198936100864,37.2,110.5,31.18,6.59,45.94,403.09,310.77,True,True,True,BULLISH TREND,False,60.16,POSITIVE,5,MCHP Gains 56% in 3 Months: Is It Still a Red-Hot Stock to Bet on? | Analog Devices (ADI) is a Great Momentum Stock: Should You Buy? | Can Monolithic Power Capitalize on Rising Telecom Solutions Demand?,60.69,27.63,3868954624.0,25.81,9.64,26.01,80.76,BUY SIGNAL
ANET,https://www.tradingview.com/chart/?symbol=ANET,"Arista Networks, Inc.",Technology,163.92,206403043328,35.1,25.0,20.64,10.32,41.8,159.44,142.47,True,True,True,BULLISH TREND,False,65.51,POSITIVE,5,"Wall Street Analysts Think Arista Networks (ANET) Is a Good Investment: Is It? | Ciena vs. Arista Networks: Which AI Networking Stock is the Better Buy? | Cisco Stock Looks Strong, But One Number Says Be Careful",56.14,36.8,4362237440.0,,31.52,38.32,80.69,BUY SIGNAL
MU,https://www.tradingview.com/chart/?symbol=MU,"Micron Technology, Inc.",Technology,1075.74,1213251321856,196.3,756.0,166.15,41.15,50.59,761.7,410.84,True,True,True,BULLISH TREND,False,39.93,NEGATIVE,5,"Nvidia, Micron, AMD lead tech sell-off as AI trade cools | Memory's price surge threatens Apple's 'magic formula' — and the economy: WSJ reporter | Nasdaq Tumbles as Micron, Chip Giants Lead Brutal Tech Rout",50.75,8.84,2893499904.0,14.902,39.82,41.49,80.64,BUY SIGNAL
AMAT,https://www.tradingview.com/chart/?symbol=AMAT,"Applied Materials, Inc.",Technology,588.72,467419758592,11.4,33.5,62.93,37.76,64.58,454.02,321.77,True,True,True,BULLISH TREND,False,50.2,NEUTRAL,5,"Micron Earnings Have Never Looked Better. Start Worrying. | Is Most-Watched Stock Applied Materials, Inc. (AMAT) Worth Betting on Now? | BofA lists top 5 themes driving next $1tn in incremental semi sales",55.38,36.13,3040375040.0,30.399,39.69,29.31,80.47,BUY SIGNAL
FTNT,https://www.tradingview.com/chart/?symbol=FTNT,"Fortinet, Inc.",Technology,148.14,108534530048,20.1,28.6,78.98,14.43,49.03,116.78,90.6,True,True,True,BULLISH TREND,False,58.2,NEUTRAL,5,Palo Alto Networks (PANW) Faces Margin Pressure As Fortinet Gains Ground In SASE | PANW vs. FTNT: Which Cybersecurity Stock Has an Edge Right Now? | Will The Stock Split Spark CrowdStrike’s Next Big Run?,57.64,43.24,1813049984.0,57.31,132.39,27.49,80.46,BUY SIGNAL
AMZN,https://www.tradingview.com/chart/?symbol=AMZN,"Amazon.com, Inc.",Consumer Cyclical,234.47,2522112065536,16.6,74.8,11.57,-12.66,33.94,257.0,232.83,False,True,True,BUY THE DIP,False,62.76,POSITIVE,5,"Amazon Prime Day shoppers may face added costs with buy now, pay later | SpaceX stock tumbles 16.4%, shaving off most IPO gains since debut | Update: Amazon Ordered to Bargain With Teamsters at California Facility",31.86,23.73,9806624768.0,53.3,24.29,12.22,80.42,BUY SIGNAL
AMD,https://www.tradingview.com/chart/?symbol=AMD,"Advanced Micro Devices, Inc.",Technology,521.8,851173507072,37.8,91.2,157.55,16.11,50.06,422.89,264.9,True,True,True,BULLISH TREND,False,55.7,NEUTRAL,5,"Nvidia, Micron, AMD lead tech sell-off as AI trade cools | Tech stocks live: Google and other tech stocks extend losses as AI worries creep back in | How AMD’s MEXT Deal Expands Its Memory Strategy Beyond GPUs and Data-Center CPUs",175.17,39.84,7173374976.0,6.005,8.06,13.37,80.41,BUY SIGNAL
NXPI,https://www.tradingview.com/chart/?symbol=NXPI,NXP Semiconductors N.V.,Technology,298.82,75443404800,12.2,130.7,55.32,-0.19,41.54,285.19,233.49,True,True,True,BULLISH TREND,False,61.65,POSITIVE,5,Qualcomm Nears Deal for AI Chip Startup Modular | NXP Semiconductors N.V. (NXPI) Reports Quarterly Dividend | NXP Semiconductors (NXPI) Stock Weighs DCF Caution Against P/E Support After Strong Run,28.54,16.87,2727124992.0,103.991,25.81,21.03,80.38,BUY SIGNAL
CSCO,https://www.tradingview.com/chart/?symbol=CSCO,"Cisco Systems, Inc.",Technology,121.83,480184991744,12.0,37.1,55.4,3.07,40.72,106.6,82.69,True,True,True,BULLISH TREND,False,63.38,POSITIVE,5,US Supreme Court ends suit alleging Cisco helped China pursue Falun Gong | Top Midday Stories: Energy Department to Provide $17.5 Billion in Loans for Nuclear Reactors; Oracle Shrank Workforce by 13% in Fiscal 2026 | How Cisco’s Secure AI Factory and Quantum Networking Bets Could Reshape the Cisco Systems (CSCO) Narrative,40.61,25.51,9288375296.0,67.541,25.23,19.68,79.52,BUY SIGNAL
TXN,https://www.tradingview.com/chart/?symbol=TXN,Texas Instruments Incorporated,Technology,302.8,275576094720,18.6,31.3,61.34,1.48,48.12,285.31,209.86,True,True,True,BULLISH TREND,False,53.4,NEUTRAL,5,Zacks Industry Outlook Highlights Texas and Amtech | The Real Price Of Admission For Broadcom Stock | The Best-Performing Dividend ETFs Have a Big AI Bet,51.76,31.63,1068249984.0,83.741,32.35,29.11,79.47,BUY SIGNAL
APH,https://www.tradingview.com/chart/?symbol=APH,Amphenol Corporation,Technology,161.125,198221529088,58.4,24.1,23.28,29.02,62.37,143.64,136.79,True,True,True,BULLISH TREND,False,54.14,NEUTRAL,5,"Corning Rides on Strong Operating Margin Growth: Will it Sustain? | When AI Takes a Breather, Will Amphenol Still Have Gas in the Tank? | Amphenol (APH) Is Becoming A Key Supplier For The AI Data Center Buildout",46.17,28.34,3563725056.0,133.051,36.83,17.24,79.28,BUY SIGNAL
CAT,https://www.tradingview.com/chart/?symbol=CAT,Caterpillar Inc.,Industrials,991.14,456511127552,22.2,30.2,41.52,14.46,62.14,881.51,674.54,True,True,True,BULLISH TREND,False,52.57,NEUTRAL,5,"Chevron's Microsoft Power Deal Highlights 'Underappreciated' Fuel Cost Economics, UBS Securities Says | CAT's Record Backlog: A Sign of Sustained Demand Strength? | BHP and partners test electric haul trucks at Pilbara mining site",49.46,32.91,3776624896.0,230.793,51.33,13.33,79.16,BUY SIGNAL
NTAP,https://www.tradingview.com/chart/?symbol=NTAP,"NetApp, Inc.",Technology,157.74,30904410112,12.5,23.4,56.51,27.26,31.28,132.74,114.51,True,True,True,BULLISH TREND,False,56.49,NEUTRAL,5,"TDC or NTAP: Which Is the Better Value Stock Right Now? | How Is NetApp Capitalizing on Rising All-Flash Adoption? | Investors Heavily Search NetApp, Inc. (NTAP): Here is What You Need to Know",24.84,16.0,1295250048.0,202.295,106.73,18.43,79.02,BUY SIGNAL
V,https://www.tradingview.com/chart/?symbol=V,Visa Inc.,Financial Services,331.16,629781495808,17.1,35.5,9.0,0.01,62.24,321.66,327.75,True,True,False,BULLISH TREND,False,64.13,POSITIVE,5,Visa's AI-Driven Rewards Push: A Small Move With Strategic Value | European Parliament backs long-awaited digital euro to reduce US dominance in payments | Exclusive: Crypto analytics startup Allium raises $40 million to tame blockchain data for Wall Street,28.9,22.28,20839749632.0,67.233,60.35,51.68,78.88,BUY SIGNAL
FRT,https://www.tradingview.com/chart/?symbol=FRT,Federal Realty Investment Trust,Real Estate,123.155,10704435200,10.3,152.5,19.97,3.83,61.09,116.8,104.06,True,True,True,BULLISH TREND,False,63.19,POSITIVE,5,Jim Cramer Considers Federal Realty’s Dividend “Safe” | PLD vs. FRT: Which REIT Has the Better Growth Story? | Simon Property (SPG) Up 3% Since Last Earnings Report: Can It Continue?,21.34,39.67,448925248.0,138.432,14.78,38.57,78.86,BUY SIGNAL
STX,https://www.tradingview.com/chart/?symbol=STX,Seagate Technology Holdings plc,Technology,1020.98,228933304320,44.1,108.3,153.15,25.98,58.6,783.0,429.95,True,True,True,BULLISH TREND,False,41.47,NEUTRAL,5,"AI bubble fears send tech stocks plunging | Update: US Equity Futures Fall Pre-Bell Amid Broad Tech Sell-Off, US-Iran Peace Negotiations | MU, SNDK, DRAM Fall Sharply From Record Highs: Korean Market Crashes 10% Crash On SK Hynix, Samsung Pullback",97.24,37.69,1610000000.0,381.553,1787.97,21.6,78.52,BUY SIGNAL
GLW,https://www.tradingview.com/chart/?symbol=GLW,Corning Incorporated,Technology,192.265,165569511424,20.0,138.9,47.03,0.35,47.03,180.24,121.55,True,True,True,BULLISH TREND,False,55.86,NEUTRAL,5,Corning Rides on Strong Operating Margin Growth: Will it Sustain? | Here is why Corning Incorporated (GLW) is among the Most Overvalued Quantum Computing Stocks According to Short Sellers | SpaceX Was Just the Beginning—2 More Massive IPOs Are on Deck,92.49,45.77,612000000.0,80.363,16.74,11.09,78.42,BUY SIGNAL
EBAY,https://www.tradingview.com/chart/?symbol=EBAY,eBay Inc.,Consumer Cyclical,108.445,48149581824,19.5,7.1,21.03,-7.16,48.75,107.77,93.15,True,True,True,HIGH CONVICTION DIP BUY,True,45.56,NEUTRAL,5,What AI Can’t—or Shouldn’t—Do for You | eBay (EBAY) Shareholders Rejected A Bid To Ease Special Meeting Rules | Q1 Earnings Outperformers: eBay (NASDAQ:EBAY) And The Rest Of The Online Marketplace Stocks,25.05,16.04,1200375040.0,163.327,42.88,17.61,78.34,BUY SIGNAL
PWR,https://www.tradingview.com/chart/?symbol=PWR,"Quanta Services, Inc.",Industrials,714.5286,107222269952,26.3,51.0,25.94,-0.33,51.76,697.47,526.9,True,True,True,BULLISH TREND,False,64.65,POSITIVE,5,Dycom vs. Quanta: Which Infrastructure Growth Stock Is the Better Buy? | AECOM Secures Expanded Role on U.K. Government's CPS2 Framework | Beyond the Mag 7: Finding the Real Winners of the AI Boom,98.56,43.41,1037176768.0,69.121,13.53,3.67,78.12,BUY SIGNAL
GEN,https://www.tradingview.com/chart/?symbol=GEN,Gen Digital Inc.,Technology,23.325,14051770368,27.0,265.2,11.56,-6.14,18.31,22.6,24.37,True,False,False,NO CLEAR ENTRY,False,62.62,POSITIVE,5,"Gen Digital (GEN) Valuation Check After Best In Class Identity Protection Recognition | GE Vernova (GEV): Argus Raises Its Target to $1,300 After a Blowout Quarter | Gen Digital Bets On AI Browser Security To Support Norton Ecosystem",14.86,7.1,1422249984.0,316.354,39.88,19.46,78.11,BUY SIGNAL
VRT,https://www.tradingview.com/chart/?symbol=VRT,Vertiv Holdings Co,Industrials,322.65,123932704768,30.1,135.7,26.06,-0.21,46.91,323.43,226.0,False,True,True,NO CLEAR ENTRY,False,55.55,NEUTRAL,5,"Tech Is Getting Hit Hard. Why the Dow Is Actually Rising Today. | Stock Market Today: Techs Dive As South Korea Leads Global Rout; Sandisk, Micron Dive As SpaceX Nears Lows | 3 Reasons Investors Love Vertiv (VRT)",81.27,36.45,1964749952.0,76.913,45.1,14.37,78.09,BUY SIGNAL
ARM,https://www.tradingview.com/chart/?symbol=ARM,Arm Holdings plc,Technology,369.39,394537631744,20.1,47.9,169.84,23.86,45.31,274.1,170.38,True,True,True,BULLISH TREND,False,45.98,NEUTRAL,5,Stanley Druckenmiller Backs These 3 Chip and Tech Stocks: Should You Follow? | The Billionaire Who Called the 2008 Bubble Just Dumped Google to Buy These 5 AI Hardware Stocks | Why Bernstein Just Raised Its Price Target on Arm Stock by Nearly 70%,429.52,119.78,750499968.0,5.926,11.95,18.37,77.88,BUY SIGNAL
ROK,https://www.tradingview.com/chart/?symbol=ROK,"Rockwell Automation, Inc.",Industrials,460.185,51206602752,11.9,39.6,29.0,4.53,48.69,437.97,392.43,True,True,True,BULLISH TREND,False,55.8,NEUTRAL,5,2 Unpopular Stocks That Deserve a Second Chance and 1 We Question | Eaton vs. Rockwell Automation: Which Industrial Tech Stock Leads? | Buyback Capacity Is Rising Across 3 Soaring and Sinking Stocks,47.89,31.67,974499968.0,113.367,27.18,12.36,77.16,BUY SIGNAL
DXCM,https://www.tradingview.com/chart/?symbol=DXCM,"DexCom, Inc.",Healthcare,69.49,26814312448,15.0,92.2,5.38,-3.35,39.94,66.78,67.41,True,True,False,BULLISH TREND,False,61.68,POSITIVE,5,Piper Sandler Raises its Price Target on DexCom (DXCM) | 3 Non-Pharma Firms That Could Benefit From the GLP-1 Trend | Living Longer Is Big Business. These Stocks Will Benefit.,29.82,22.54,1056637504.0,46.833,35.62,19.31,77.13,BUY SIGNAL
NUE,https://www.tradingview.com/chart/?symbol=NUE,Nucor Corporation,Basic Materials,241.18,54926557184,21.3,382.1,50.67,6.51,36.1,232.24,177.4,True,True,True,BULLISH TREND,False,51.31,NEUTRAL,5,Newmont Gets Approvals to Advance Red Chris Block Cave Project | ArcelorMittal Rises 41% in 6 Months: What's Driving the Stock? | Nucor (NUE) Gets Higher Price Target from Morgan Stanley Amid Supply-Driven Steel Rally,23.9,14.31,-384100000.0,31.595,12.29,6.82,77.0,BUY SIGNAL
RL,https://www.tradingview.com/chart/?symbol=RL,Ralph Lauren Corporation,Consumer Cyclical,407.01,24223748096,16.6,20.0,20.35,8.56,69.69,369.88,349.64,True,True,True,BULLISH TREND,False,64.44,POSITIVE,5,"Is Ralph Lauren Stock Outperforming the Dow? | PVH Corp.'s Strategy Drives Brand Momentum and Digital Growth | PVH Stock Tracks Key Trends in DTC, AI and Apparel Margins",26.92,19.97,656187520.0,105.913,34.66,11.6,76.86,BUY SIGNAL
BBY,https://www.tradingview.com/chart/?symbol=BBY,"Best Buy Co., Inc.",Consumer Cyclical,73.93,15582013440,1.9,37.9,18.82,22.51,55.13,64.86,67.83,True,True,False,BULLISH TREND,False,79.3,POSITIVE,5,"Amazon Prime Day helps consumers stretch their dollars on groceries: VP | Best Buy seen entering growth phase under incoming CEO, says Jefferies | Dividend Safety: This Big-Box Retailer Is a Top Choice for Retirees Protecting Their Wealth",13.69,10.45,1143750016.0,134.09,39.1,2.73,76.84,BUY SIGNAL
CASY,https://www.tradingview.com/chart/?symbol=CASY,"Casey's General Stores, Inc.",Consumer Cyclical,830.055,30767591424,14.5,66.0,22.69,0.64,62.89,815.57,653.31,True,True,True,BULLISH TREND,False,61.96,POSITIVE,5,Jim Cramer on Casey’s: “One of My Absolute Favorite Companies” | 3 Inflation-Fighting Stocks Built for Higher Oil Prices | Jim Cramer Outlines His Buying Strategy for Casey’s Stock,43.41,35.34,547447360.0,73.155,19.15,4.07,76.56,BUY SIGNAL
HWM,https://www.tradingview.com/chart/?symbol=HWM,Howmet Aerospace Inc.,Industrials,276.16,110493687808,19.1,71.4,17.05,6.26,66.91,257.28,224.36,True,True,True,BULLISH TREND,False,73.16,POSITIVE,5,HWM Gains From Strength in Commercial Aerospace: Can the Momentum Last? | Can GE Continue Its Strong Capital Returns to Shareholders? | Are Aerospace Stocks Lagging  Howmet Aerospace (HWM) This Year?,63.93,45.86,1192749952.0,87.794,33.82,20.23,76.2,BUY SIGNAL
ASML,https://www.tradingview.com/chart/?symbol=ASML,ASML Holding N.V.,Technology,1778.48,685457604608,13.2,19.2,30.14,11.71,53.87,1594.97,1275.54,True,True,True,BULLISH TREND,False,56.25,NEUTRAL,5,"Europe's STOXX 600 ends lower as tech selloff, rising Fed hike bets weigh | ASML Holding N.V. (ASML) Reported Strong Returns in Q1 | Netherlands to join US-led Pax Silica AI initiative despite ASML dispute",59.86,37.03,8243274752.0,12.989,52.24,29.71,76.15,BUY SIGNAL
FCX,https://www.tradingview.com/chart/?symbol=FCX,Freeport-McMoRan Inc.,Basic Materials,64.92,93326376960,8.8,153.1,18.43,4.19,36.8,64.61,54.38,True,True,True,BULLISH TREND,False,52.66,NEUTRAL,5,"FCX vs. BHP: Which Copper Mining Giant Should You Bet on Now? | Stock Index Futures Plunge as Tech Selloff Rages On, U.S. PMI Data in Focus | Why Freeport-McMoRan (FCX) Remains Central to the Copper Supply Story Despite Grasberg Delays",34.35,16.53,1709874944.0,33.008,15.63,10.34,75.81,BUY SIGNAL
FFIV,https://www.tradingview.com/chart/?symbol=FFIV,"F5, Inc.",Technology,391.69,22098855936,11.0,4.0,35.18,2.08,34.09,358.76,300.14,True,True,True,BULLISH TREND,False,65.12,POSITIVE,5,RBC Capital Raises its Price Target on F5 (FFIV) | 1 Software Stock with Exciting Potential and 2 Facing Headwinds | Assessing F5 (FFIV) Valuation As Shares Trade Near Estimated 3% Intrinsic Discount,32.18,22.14,759182528.0,7.12,20.34,21.96,75.66,BUY SIGNAL
